SHOP_ID,01,02,03,04,05,06,07,08,09,10,11,12,13,14,credit
913,58.2442380952,58.9109047619,70.9109047619,110.910904762,218.577571429,179.577571429,60.9109047619,59.6465238095,60.3131904762,72.3131904762,112.313190476,219.979857143,180.979857143,62.3131904762,0.626674839328
160,304.005266773,298.231290741,300.231290741,267.702969907,91.5646240743,93.3696365739,282.702969907,292.185684468,286.411708436,288.411708436,255.883387603,79.7450417696,81.5500542693,270.883387603,0.626566959334
891,505.51755787,569.500068731,557.166735397,849.166735397,1183.5316479,1155.3366604,534.776760397,513.145800445,577.128311305,564.794977971,856.794977971,1191.15989047,1162.96490297,542.405002971,0.624756686379
449,26.9053292494,19.2386625827,25.571995916,38.9053292494,77.571995916,94.433650083,26.2386625827,27.4137700636,19.747103397,26.0804367303,39.4137700636,78.0804367303,94.9420908973,26.747103397,0.622753152426
277,36.2155069719,34.353852805,31.6871861383,53.353852805,96.353852805,97.0205194717,29.6871861383,39.7893020578,37.9276478909,35.2609812242,56.9276478909,99.9276478909,100.594314558,33.2609812242,0.622172267438
705,40.0126190476,34.0126190476,45.345952381,57.345952381,136.679285714,133.679285714,34.345952381,37.9497619048,31.9497619048,43.2830952381,55.2830952381,134.616428571,131.616428571,32.2830952381,0.617737819194
1561,300.498714286,292.165380952,293.832047619,253.165380952,22.832047619,16.4987142857,328.498714286,296.497571429,288.164238095,289.830904762,249.164238095,18.8309047619,12.4975714286,324.497571429,0.617332636713
628,128.226343695,137.893010362,131.559677029,169.559677029,311.893010362,290.559677029,137.421331196,123.809771424,133.476438091,127.143104757,165.143104757,307.476438091,286.143104757,133.004758924,0.615862754008
139,55.4953333333,52.162,61.4953333333,89.8286666667,148.162,120.828666667,53.4953333333,55.6393333333,52.306,61.6393333333,89.9726666667,148.306,120.972666667,53.6393333333,0.614714331897
866,309.534,296.200666667,282.867333333,272.867333333,68.2006666667,26.8673333333,306.785629168,291.342,278.008666667,264.675333333,254.675333333,50.0086666667,8.67533333333,288.593629168,0.614170988369
1639,49.6037619048,61.2704285714,53.2704285714,74.6037619048,173.603761905,173.937095238,53.6037619048,47.1774761905,58.8441428571,50.8441428571,72.1774761905,171.17747619,171.510809524,51.1774761905,0.612416087531
390,42.1153558167,60.7820224833,49.44868915,81.9770099836,148.44868915,132.782022483,41.7820224833,42.5141906166,61.1808572833,49.84752395,82.3758447835,148.84752395,133.180857283,42.1808572833,0.612313737235
1858,110.766260579,114.432927245,103.627914746,105.432927245,52.4329272452,38.4329272452,107.099593912,111.447381093,115.114047759,104.30903526,106.114047759,53.1140477595,39.1140477595,107.780714426,0.609107183245
341,139.200643688,145.338989521,121.810668687,190.672322854,316.672322854,313.590618688,133.810668687,137.847164002,143.985509835,120.457189002,189.318843169,315.318843169,312.237139003,132.457189002,0.608690558533
743,101.582329249,120.77731675,117.915662583,104.582329249,41.5823292494,35.248995916,110.582329249,100.914770064,120.109757564,117.248103397,103.914770064,40.9147700636,34.5814367303,109.914770064,0.606996694537
593,183.628422046,192.961755379,197.961755379,271.961755379,360.156742879,290.490076213,189.823409546,198.112945346,207.446278679,212.446278679,286.446278679,374.641266179,304.974599513,204.307932846,0.606101060246
1626,366.306124637,361.501112138,380.111137137,366.972791304,177.582816303,158.639457971,368.306124637,368.601961351,363.796948852,382.406973851,369.268628018,179.878653017,160.935294685,370.601961351,0.604831882772
1203,140.815904762,137.815904762,145.482571429,189.482571429,265.482571429,280.149238095,132.149238095,146.578190476,143.578190476,151.244857143,195.244857143,271.244857143,285.91152381,137.91152381,0.604376798059
1446,267.589968766,265.589968766,256.451622933,289.589968766,160.3132771,168.784956266,288.923302099,271.49661878,269.49661878,260.358272947,293.49661878,164.219927114,172.69160628,292.829952114,0.602835840114
26,52.4141019744,63.2757561413,65.4141019744,55.0807686411,132.080768641,137.470743642,50.4141019744,47.1525629888,58.0142171557,60.1525629888,49.8192296554,126.819229655,132.209204656,45.1525629888,0.601044690488
435,345.541106443,341.459402277,370.736093943,448.874439776,952.044364776,770.490981445,356.931081443,369.552471428,365.470767262,394.747458929,472.885804762,976.055729762,794.502346431,380.942446429,0.600685064824
118,80.7408530589,79.0741863922,82.0741863922,70.7408530589,25.4075197256,24.2691738925,85.4075197256,78.7327224446,77.0660557779,80.0660557779,68.7327224446,23.3993891113,22.2610432782,83.3993891113,0.60025416656
695,127.819886363,131.819886363,145.819886363,171.153219696,296.819886363,285.014873863,116.486553029,126.770896463,130.770896463,144.770896463,170.104229796,295.770896463,283.965883963,115.437563129,0.5996030606
990,91.2376292791,96.2376292791,95.2376292791,145.489258446,237.570962612,222.432616779,85.2376292791,93.522929379,98.522929379,97.522929379,147.774558546,239.856262712,224.717916879,87.522929379,0.596175320922
459,7.81330450825,9.81330450825,13.1466378416,69.2032795087,128.008292008,54.5872805399,10.4799711749,10.610315923,12.610315923,15.9436492563,72.0002909235,130.805303423,57.3842919546,13.2769825897,0.595963313387
41,171.96922321,136.579248209,141.384260709,192.384260709,313.050927376,365.55418571,145.717594042,168.28561421,132.895639209,137.700651709,188.700651709,309.367318376,361.87057671,142.033985042,0.595517967894
1199,147.644663215,148.367971549,142.311329881,152.311329881,54.9779965481,42.3113298814,151.977996548,150.291771257,151.015079591,144.958437924,154.958437924,57.6251045908,44.9584379241,154.625104591,0.594930329391
1290,96.6808554634,103.34752213,96.8192012965,122.34752213,177.680855463,179.15253463,91.0141887967,108.964589949,115.631256616,109.102935782,134.631256616,189.964589949,191.436269116,103.297923282,0.593170212304
1468,133.703623132,111.703623132,134.703623132,135.036956465,198.231943965,251.703623132,131.231943965,137.588325174,115.588325174,138.588325174,138.921658508,202.116646008,255.588325174,135.116646008,0.592969802187
85,63.324685066,53.8530058996,49.8530058996,74.5196725663,105.576314233,100.714660066,55.9913517327,58.2799606803,48.8082815139,44.8082815139,69.4749481805,100.531589848,95.6699356806,50.946627347,0.592791058
331,375.194045015,336.942415848,350.609082515,357.999057515,70.1058241798,89.162465847,357.162465847,372.621444286,334.369815119,348.036481786,355.426456786,67.5332234506,86.5898651179,354.589865118,0.591286376437
1839,116.434217638,121.905896805,108.767550972,125.572563471,240.824192639,205.962538472,109.962538472,110.720940724,116.19261989,103.054274057,119.859286557,235.110915724,200.249261558,104.249261557,0.589052092861
468,43.9637061178,43.2970394512,56.2970394512,57.9637061178,81.6870144516,77.2970394512,39.2970394512,43.9314448892,43.2647782226,56.2647782226,57.9314448892,81.654753223,77.2647782226,39.2647782226,0.5885504024
1741,82.2170952381,79.8837619048,83.2170952381,102.217095238,181.550428571,167.883761905,79.8837619048,87.1508095238,84.8174761905,88.1508095238,107.150809524,186.484142857,172.81747619,84.8174761905,0.588018448381
887,43.2384285714,41.5717619048,35.5717619048,58.2384285714,158.238428571,145.571761905,39.2384285714,37.2281428571,35.5614761905,29.5614761905,52.2281428571,152.228142857,139.56147619,33.2281428571,0.587987891721
1366,161.929873863,180.401553029,162.068219696,183.401553029,28.4015530292,27.4015530292,175.401553029,164.360883963,182.832563129,164.499229796,185.832563129,30.8325631292,29.8325631292,177.832563129,0.587699574305
1997,297.619738585,290.758084418,276.424751084,236.481392752,97.0914177511,111.343046919,304.953071918,293.849146956,286.987492789,272.654159456,232.710801123,93.3208261225,107.57245529,301.182480289,0.585351489418
166,50.1728571429,50.5061904762,49.1728571429,74.5061904762,158.172857143,133.83952381,48.8395238095,52.1042857143,52.4376190476,51.1042857143,76.4376190476,160.104285714,135.770952381,50.770952381,0.579591018517
806,450.950712854,408.617379521,436.812367021,474.202342022,803.063996189,880.787304522,459.950712854,451.203198354,408.869865021,437.064852521,474.454827522,803.316481689,881.039790022,460.203198354,0.576718046712
243,226.739960866,221.65228273,219.739960865,269.878306699,375.129935866,351.878306699,223.683319198,230.014022375,224.92634424,223.014022375,273.152368208,378.403997375,355.152368208,226.957380708,0.57662881422
506,60.8435054102,67.5101720768,65.1768387435,91.5101720768,150.705159577,152.510172077,67.8435054102,63.9636583673,70.630325034,68.2969917007,94.630325034,153.825312534,155.630325034,70.9636583673,0.576022324053
1670,158.118136121,148.979790288,159.451469454,197.118136121,263.784802787,257.174777788,155.784802787,157.037960821,147.899614988,158.371294154,196.037960821,262.704627487,256.094602488,154.704627487,0.574277185243
1118,103.85079092,102.85079092,113.322470086,138.65580342,223.989136753,225.04577842,99.6558034195,115.989282848,114.989282848,125.460962015,150.794295348,236.127628681,237.184270349,111.794295348,0.574030786727
955,98.1605846535,102.965597153,119.493917987,116.160584653,146.493917987,208.21722632,105.688905487,103.167041382,107.972053882,124.500374715,121.167041382,151.500374715,213.223683049,110.695362216,0.573953306579
711,118.682399736,127.487412236,117.349066403,115.820745569,71.1540789023,62.0157330692,128.015733069,117.337877279,126.142889778,116.004543945,114.476223112,69.8095564451,60.671210612,126.671210612,0.57387205595
338,358.576152004,352.576152004,372.04783117,447.714497837,912.186177003,979.24281867,370.04783117,363.186087118,357.186087118,376.657766285,452.324432951,916.796112118,983.852753785,374.657766285,0.571351516388
1211,182.514138581,174.400855247,159.652484414,240.457496914,328.319151081,378.847471914,198.457496914,189.981565467,181.868282133,167.1199113,247.9249238,335.786577967,386.3148988,205.9249238,0.570850865998
1783,330.812215194,346.145548527,331.730511028,397.007202694,503.114512059,649.496913701,359.340536028,326.323824996,341.657158329,327.24212083,392.518812496,498.626121861,645.008523502,354.852145829,0.569509705508
1679,146.144424487,148.811091154,137.672745321,145.144424487,65.8110911541,45.4777578208,141.811091154,148.050579587,150.717246254,139.578900421,147.050579587,67.7172462541,47.3839129208,143.717246254,0.568816150211
117,120.496666667,115.83,110.496666667,148.163333333,241.163333333,241.83,109.83,119.456666667,114.79,109.456666667,147.123333333,240.123333333,240.79,108.79,0.568675962685
105,78.3611052157,70.3611052157,73.0277718823,104.694438549,159.417746883,174.222759383,74.5560927159,77.4969024444,69.4969024444,72.1635691111,103.830235778,158.553544111,173.358556611,73.6918899446,0.566531074784
1447,73.5681428571,78.9014761905,75.2348095238,77.2348095238,2.90147619048,0.901476190476,78.5681428571,69.6287142857,74.962047619,71.2953809524,73.2953809524,-1.03795238095,-3.03795238095,74.6287142857,0.566185213087
1555,135.54266254,149.73765004,140.070983373,185.54266254,255.209329206,256.73765004,129.73765004,139.580584797,153.775572297,144.108905631,189.580584797,259.247251464,260.775572297,133.775572297,0.565902522045
1922,257.657319018,254.185639852,264.990652351,281.852306518,413.657319018,429.185639852,245.990652351,258.241602589,254.769923423,265.574935923,282.43659009,414.241602589,429.769923423,246.574935923,0.565130615244
67,56.2399731848,58.3783190179,44.3783190179,70.5733065181,92.9066398515,86.0449856846,51.3783190179,56.5762567563,58.7146025894,44.7146025894,70.9095900896,93.2429234229,86.381269256,51.7146025894,0.564874431022
594,47.1435714286,37.8102380952,39.8102380952,65.1435714286,151.810238095,122.143571429,45.8102380952,49.9378571429,40.6045238095,42.6045238095,67.9378571429,154.60452381,124.937857143,48.6045238095,0.564206558773
207,60.5717442736,59.905077607,52.8484359398,76.1817692732,179.238410941,173.628385941,51.1817692732,56.2888725165,55.6222058498,48.5655641827,71.898897516,174.955539183,169.345514184,46.898897516,0.563844770256
554,102.013244832,90.6799114982,82.6799114982,113.679911498,177.736553165,171.346578165,97.8748989985,113.284277274,101.950943941,93.9509439411,124.950943941,189.007585608,182.617610608,109.145931441,0.561891427756
311,108.783952381,107.450619048,120.117285714,128.117285714,27.1172857143,14.1172857143,116.117285714,109.777095238,108.443761905,121.110428571,129.110428571,28.1104285714,15.1104285714,117.110428571,0.561772556064
1517,51.1437142857,57.1437142857,50.1437142857,81.477047619,118.477047619,110.477047619,56.1437142857,50.3825714286,56.3825714286,49.3825714286,80.7159047619,117.715904762,109.715904762,55.3825714286,0.560561931806
1629,1813.6835468,1669.54520096,1836.32460826,2023.85890306,3040.08546973,3298.46892806,1944.57623743,1803.25459026,1659.11624442,1825.89565172,2013.42994652,3029.65651319,3288.03997152,1934.14728089,0.558288192916
1246,63.0431061946,73.9864645275,59.3197978608,67.9864645275,126.181452028,154.181452028,61.6531311941,65.1051487375,76.0485070704,61.3818404037,70.0485070704,128.243494571,156.243494571,63.715173737,0.556996338689
649,178.229259147,172.757579981,166.229259147,180.424246647,82.229259147,76.8959258137,174.757579981,181.396008018,175.924328852,169.396008018,183.590995519,85.3960080184,80.0626746851,177.924328852,0.556283352787
65,301.486106647,302.819439981,306.681094148,343.071069148,490.599389982,588.876081648,326.014427481,287.992275519,289.325608852,293.187263019,329.57723802,477.105558853,575.38225052,312.520596353,0.555659910524
1090,404.279718506,413.889743505,401.474706006,400.613051839,180.279718506,132.889743505,377.418064339,408.626157177,418.236182177,405.821144677,404.95949051,184.626157177,137.236182177,381.76450301,0.554444705628
561,78.5612673149,75.8946006482,87.4229214818,53.5612673149,-1.77206601842,1.22793398158,65.8946006482,74.0231345578,71.3564678911,82.8847887247,49.0231345578,-6.31019877554,-3.31019877554,61.3564678911,0.554090751909
175,85.8900265673,72.5566932339,79.5566932339,111.751680734,195.751680734,173.085014068,72.2233599006,81.940420553,68.6070872197,75.6070872197,107.80207472,191.80207472,169.135408053,68.2737538863,0.55248032428
1214,110.299047619,98.6323809524,110.965714286,93.299047619,13.299047619,15.9657142857,114.965714286,115.601904762,103.935238095,116.268571429,98.6019047619,18.6019047619,21.2685714286,120.268571429,0.552336853144
1346,993.957536,1013.68084433,1077.51146203,1149.12148703,1583.347511,1728.37909017,1141.01417767,995.177601333,1014.90090967,1078.73152736,1150.34155237,1584.56757633,1729.5991555,1142.234243,0.551454733972
712,75.7290348653,81.8673806984,81.2573556989,94.2007140318,141.729034865,152.867380698,82.5906890322,78.2778177084,84.4161635415,83.806138542,96.7494968748,144.277817709,155.416163542,85.1394718753,0.551339791817
1939,160.342006736,185.008673403,149.67534007,182.008673403,296.398648404,310.26030257,180.203660903,165.386753465,190.053420132,154.720086798,187.053420132,301.443395132,315.305049299,185.248407632,0.549054093026
1322,165.607857143,168.802844643,169.941190476,209.802844643,296.607857143,286.136177977,192.607857143,173.259285714,176.454273215,177.592619048,217.454273215,304.259285714,293.787606548,200.259285714,0.548129003671
1278,38.6129231613,27.6129231613,36.9462564946,57.9462564946,119.474577328,103.612923161,43.1412439948,35.8984844898,24.8984844898,34.2318178231,55.2318178231,116.760138657,100.89848449,40.4268053234,0.547637218353
1342,106.719190476,106.719190476,106.05252381,141.05252381,191.719190476,166.719190476,91.3858571429,111.506619048,111.506619048,110.839952381,145.839952381,196.506619048,171.506619048,96.1732857143,0.546609261503
1453,103.197448545,108.669127711,95.0591027114,111.612486044,174.945819377,185.725769378,90.3357943777,103.445584287,108.917263454,95.3072384541,111.860621787,175.19395512,185.973905121,90.5839301205,0.544807862905
298,397.248426886,375.110081053,357.525118552,443.996797718,752.776747719,775.274032085,406.996797718,414.503391524,392.365045691,374.78008319,461.251762357,770.031712358,792.528996723,424.251762357,0.544270687116
714,133.978722806,136.255414473,132.727093639,138.255414473,237.255414473,234.922081139,132.255414473,134.625028263,136.90171993,133.373399096,138.90171993,237.90171993,235.568386596,132.90171993,0.543831519716
769,102.568734458,129.568734458,152.097055291,233.707080291,213.568734458,198.373746957,122.373746957,110.012065086,137.012065086,159.54038592,241.150410919,221.012065086,205.817077586,129.817077586,0.543797354545
1862,39.8994761905,36.5661428571,41.5661428571,61.2328095238,102.232809524,111.566142857,37.2328095238,37.736047619,34.4027142857,39.4027142857,59.0693809524,100.069380952,109.402714286,35.0693809524,0.541582973349
1558,73.4608054399,74.6557929401,68.4608054399,86.7941387732,214.127472107,220.46080544,73.7941387732,73.2778176827,74.4728051829,68.2778176827,86.611151016,213.944484349,220.277817683,73.611151016,0.541500215705
29,92.8877116333,95.8877116333,102.5543783,133.5543783,208.082699134,197.7493658,109.221044967,102.269381233,105.269381233,111.9360479,142.9360479,217.464368734,207.1310354,118.602714567,0.541131708586
1131,237.898943849,215.396228214,223.427264682,220.898943849,115.955585516,88.2322771822,230.565610515,242.846153196,220.343437561,228.37447403,225.846153196,120.902794863,93.1794865293,235.512819863,0.540877537866
1213,252.204943965,261.676623132,257.343289798,277.676623132,126.009956465,140.009956465,259.871610632,256.065646008,265.537325174,261.203991841,281.537325174,129.870658508,143.870658508,263.732312675,0.539804378434
214,35.1906190476,40.523952381,40.1906190476,39.8572857143,76.1906190476,80.1906190476,38.523952381,35.0637619048,40.3970952381,40.0637619048,39.7304285714,76.0637619048,80.0637619048,38.3970952381,0.538939927968
1257,248.268707278,255.073719778,257.407053111,299.84769581,398.545398944,387.797028112,273.545398944,240.75350634,247.55851884,249.891852173,292.332494871,391.030198006,380.281827174,266.030198006,0.537802124104
379,36.2269047619,35.2269047619,33.8935714286,50.5602380952,113.560238095,101.226904762,31.8935714286,37.0211904762,36.0211904762,34.6878571429,51.3545238095,114.35452381,102.021190476,32.6878571429,0.536497055407
1745,345.977949406,405.782961906,380.921307739,441.506270239,548.034591073,571.757899407,417.424566074,343.241334062,403.046346562,378.184692395,438.769654896,545.297975729,569.021284063,414.68795073,0.536274261285
1412,103.421793572,107.755126906,120.226806072,168.560139405,283.893472739,245.893472739,105.560139405,105.697473043,110.030806377,122.502485543,170.835818876,286.16915221,248.16915221,107.835818876,0.535928018742
253,69.4941904762,80.1608571429,76.1608571429,95.4941904762,143.82752381,142.82752381,74.1608571429,74.0816190476,84.7482857143,80.7482857143,100.081619048,148.414952381,147.414952381,78.7482857143,0.534051306983
465,392.880079671,321.408400504,363.503534577,391.741733838,614.741733838,753.660029672,384.767339036,372.452013452,300.980334285,343.075468358,371.313667619,594.313667619,733.231963453,364.339272817,0.532130871526
1772,43.8551361208,45.5218027875,44.8551361208,52.8551361208,179.440098622,143.440098621,47.5218027875,52.3189608208,53.9856274874,53.3189608208,61.3189608208,187.903923322,151.903923321,55.9856274874,0.532089949059
107,59.7007142857,68.3673809524,56.3673809524,102.034047619,210.367380952,202.367380952,77.3673809524,60.3235714286,68.9902380952,56.9902380952,102.656904762,210.990238095,202.990238095,77.9902380952,0.531896759808
1804,100.278020798,82.9446874646,95.9446874646,123.611354131,260.473008298,324.139674965,94.8063416316,103.784409655,86.4510763221,99.4510763221,127.117742989,263.979397156,327.646063822,98.3127304891,0.531147152725
651,300.718993016,308.385659682,319.190672182,319.052326349,190.385659682,166.385659682,290.052326349,305.332923844,312.999590511,323.804603011,323.666257178,194.999590511,170.999590511,294.666257178,0.530507476405
1938,79.9896227673,81.656289434,72.1846102676,144.184610268,219.712931101,203.851276934,87.0969321323,87.0915096716,88.7581763383,79.2864971718,151.286497172,226.814818006,210.953163839,94.1988190366,0.530306726453
1316,59.9307803041,45.9307803041,53.9307803041,75.9307803041,109.792434471,101.597446971,41.4591011377,58.3877702041,44.3877702041,52.3877702041,74.3877702041,108.249424371,100.054436871,39.9160910377,0.525345450298
1420,229.212813608,228.212813608,216.212813608,201.212813608,94.6027886083,92.8794802744,214.212813608,224.364944222,223.364944222,211.364944222,196.364944222,89.7549192226,88.0316108887,209.364944222,0.524555688995
1085,115.262204754,120.067217254,131.595538088,175.318846421,246.513833921,237.318846421,123.400550587,128.951583054,133.756595554,145.284916388,189.008224721,260.203212221,251.008224721,137.089928887,0.523669149223
1901,454.794046933,461.989034433,445.322367766,485.517355267,681.989034433,728.926961497,448.573996933,464.215433094,471.410420594,454.743753928,494.938741428,691.410420594,738.348347658,457.995383095,0.522975854238
1796,208.244497577,203.106151744,208.439485078,292.911164244,412.527705913,340.439485078,218.439485078,226.239606535,221.101260702,226.434594035,310.906273201,430.52281487,358.434594035,236.434594035,0.521750772436
320,210.817875673,217.012863173,200.817875673,290.207850673,387.207850673,367.817875673,205.346196506,211.667850344,217.862837844,201.667850344,291.057825345,388.057825345,368.667850344,206.196171178,0.521242165405
781,140.259683003,150.31632467,132.259683003,194.982991337,260.901287171,247.788003836,135.31632467,131.897919745,141.954561413,123.897919745,186.621228079,252.539523913,239.426240579,126.954561413,0.521113057216
4,91.4103809524,112.410380952,64.4103809524,106.077047619,199.743714286,208.077047619,97.7437142857,93.8492380952,114.849238095,66.8492380952,108.515904762,202.182571429,210.515904762,100.182571429,0.520876305145
404,172.670779444,138.280804444,152.054780475,191.337446111,293.865766944,334.809125277,168.809125277,170.84630932,136.456334319,150.230310351,189.512975987,292.04129682,332.984655153,166.984655153,0.519331444504
1672,81.9581478777,72.9581478777,74.3481228782,100.291481211,158.788765576,129.958147878,73.291481211,90.2172422875,81.2172422875,82.607217288,108.550575621,167.047859986,138.217242288,81.5505756209,0.515621885297
142,438.317223923,452.235519757,424.619520788,440.091199954,167.845544756,177.317223923,438.040532257,433.26586741,447.184163244,419.568164275,435.039843441,162.794188243,172.26586741,432.989175744,0.51486050665
1882,155.827443306,146.575814139,137.796406838,175.299122473,247.022430806,217.437468305,137.475960711,151.425215133,142.173585966,133.394178665,170.8968943,242.620202633,213.035240132,133.073732538,0.512572819288
384,90.1861904762,93.5195238095,93.1861904762,92.5195238095,40.5195238095,37.5195238095,91.5195238095,96.2776190476,99.610952381,99.2776190476,98.610952381,46.610952381,43.610952381,97.610952381,0.5096284725
1764,118.230709948,132.897376615,143.897376615,109.092364115,40.5640432813,38.2307099479,99.8973766146,114.583933605,129.250600272,140.250600272,105.445587772,36.9172669387,34.5839336054,96.250600272,0.509040019716
524,72.8741904762,82.5408571429,75.2075238095,85.2075238095,10.2075238095,6.87419047619,86.8741904762,76.0216190476,85.6882857143,78.354952381,88.354952381,13.354952381,10.0216190476,90.0216190476,0.508879410219
159,43.6669147455,52.3335814121,49.6669147455,57.8052605786,80.0002480788,83.1385939119,59.1385939119,41.7160352597,50.3827019264,47.7160352597,55.8543810928,78.0493685931,81.1877144262,57.1877144262,0.508067016559
1698,424.874619196,446.346298363,441.956323362,400.069606696,199.289656695,143.761335862,392.679631696,428.341002925,449.812682092,445.422707091,403.535990425,202.756040424,147.227719591,396.146015425,0.50661142466
1142,59.4922816303,59.8256149637,60.158948297,72.6872691306,117.825614964,109.49228163,78.8256149637,59.9298653018,60.2631986351,60.5965319684,73.124852802,118.263198635,109.929865302,79.2631986351,0.504736331355
789,206.513931713,213.652277546,211.98561088,213.98561088,108.652277546,77.9856108797,213.18059838,213.315956199,220.454302032,218.787635365,220.787635365,115.454302032,84.7876353654,219.982622866,0.504668180204
1234,32.0167854043,30.1551312374,35.4884645707,46.821797904,80.5451062378,72.6834520709,33.821797904,34.8213465041,32.9596923372,38.2930256706,49.6263590039,83.3496673377,75.4880131708,36.6263590039,0.504454351101
1801,74.602736769,72.9360701024,68.602736769,111.936070102,201.464390936,196.602736769,66.9360701024,73.0644287119,71.3977620452,67.0644287119,110.397762045,199.926082879,195.064428712,65.3977620452,0.502950801161
