SHOP_ID,SHOP_PAY,SHOP_SCO,SHOP_COM,SHOP_LEV,SJ00,SJ01,SJ02,SJ03,SJ04,SJ05,SJ06,SJ07,SJ08,SJ09,SJ10,SJ11,SJ12,SJ13,SJ14,SC00,SE00,SF00,SG00,SG01,SG02,SG03,SI00,SI01,SI02,SI03,SI04,SI05,SI06,SI07,SI08,SI09,DOU11
14,7,1.0,4.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741787820415,8,0.17378053949,7.06802721088,20.8526077098,13.7845804989,12.1402092895,1.02104300091,0.95516925892,1.07044830741,1.03751143641,0.988106129918,0.889295516926,1.06221408966,1.03751143641,0.938700823422,1.06896551724,0.987840294838
15,19,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0989662314534,19,0.151898097302,8.54054054054,20.9099099099,12.3693693694,16.0626850792,0.977534322089,1.25497850533,1.0013729029,0.98484260154,0.826154486674,0.888011371522,0.872264596207,1.05131049734,1.14353071641,0.778925151259,1.07985663414
16,17,3.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.430221290718,18,0.130183760384,8.48148148148,20.6913580247,12.2098765432,15.5045525566,0.970424837854,1.14093137201,0.952314816076,0.838357843595,0.833061001782,0.93266612156,1.15904139378,1.03227124134,1.14093137201,0.850554960329,1.0745100975
17,15,2.0,7.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.414759243728,12,0.113818117519,2.48210526316,22.5010526316,20.0189473684,13.9302869161,0.958933422095,1.04725623729,0.88322815193,0.93369833204,0.962623817441,0.952624649581,1.03463869226,1.10403518991,1.12296150745,0.915662650602,1.20697879791
18,7,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943605265561,18,0.192241623814,10.4772727273,22.0795454545,11.6022727273,16.3793825153,1.00487584263,0.92383746822,1.09401805447,0.988668167744,0.972460492863,0.988668167744,0.988668167744,1.03392779596,1.00487584263,1.08771929825,0.94841837883
19,11,3.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0815125660174,19,0.142391190393,6.42377260982,21.9224806202,15.4987080103,15.8801960356,0.899217830913,1.14992912206,0.895875013698,0.889189379267,0.902560648128,0.915931916989,0.939331637496,1.12432264078,1.28364181067,0.781976744186,1.12760043144
20,5,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0647151924437,12,0.175974639434,6.98598130841,22.7523364486,15.7663551402,14.4587093879,1.13123197151,0.771908826355,1.13674560598,0.976850206237,1.17991777743,1.11375416374,1.1126919892,0.816017902146,0.760881557407,1.4654994643,0.94841837883
21,9,3.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114529761471,19,0.130412055215,8.4724137931,20.7034482759,12.2310344828,15.9203827774,0.848504551365,1.25812743823,0.795838751625,0.784135240572,0.830949284785,0.848504551365,1.00650195059,1.25812743823,1.36931079324,0.674418604651,1.10728812218
22,6,2.0,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295621165348,18,0.168682117026,7.95933014354,20.7057416268,12.7464114833,15.8916505777,1.00489715965,0.969637610186,1.01371204701,0.960822722821,0.934378060725,1.00489715965,1.0930460333,0.996082272282,1.02252693438,1.03636363636,0.987840294838
23,3,3.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367576131323,12,0.18687355657,1.90571428571,22.14,20.2342857143,12.4552463854,1.24505219226,0.46049875604,1.27916321122,1.18535790907,1.28165741959,1.29621872071,1.27489933385,0.516653701228,0.46049875604,2.7037037037,0.974481344223
24,12,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.369687872423,18,0.11021854171,9.04365079365,21.7857142857,12.7420634921,16.026613915,0.814676473379,1.380807582,0.65992220473,0.704211866819,0.856100700839,0.814676473379,1.00798953486,1.380807582,1.380807582,0.59,1.22501897812
25,14,3.0,9.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3249707578,18,0.0922626098352,1.49159663866,22.8109243697,21.3193277311,15.1265883968,0.972541621906,1.06768156318,0.906921291984,0.915298694165,0.909114994391,0.972541621906,1.05711045859,1.15225039987,1.04653935401,0.910891089109,1.16900587082
26,12,1.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244984316767,12,0.224704414405,10.1679586563,20.5142118863,10.34625323,15.1400322182,0.787926479196,1.3535316678,0.770019059214,0.823741319159,0.752111639232,0.913278419068,0.770019059214,1.45050101852,1.37887133859,0.582126372023,1.15661203861
27,2,3.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201132758395,12,0.161927806258,6.78663239075,19.7095115681,12.9228791774,13.3010704462,0.985637342908,0.985637342908,0.985637342908,0.96947935368,0.977558348294,0.993716337522,1.00179533214,1.06642728905,1.03411131059,1.0,0.941983103752
28,14,2.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.606870119695,17,0.0850080312315,2.73793103448,22.5563218391,19.8183908046,15.1009940015,0.917941877787,1.18859815294,0.80906265767,0.889180297621,0.903561087704,0.934546639337,1.0524991278,1.1795248846,1.12508527454,0.772289503828,1.30439710617
29,6,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0335856064565,19,0.169175278428,11.082781457,20.7152317881,9.63245033113,16.4833026828,0.784589632092,1.41716280198,0.708581400989,0.728264217683,0.708581400989,0.781866596419,1.03662834589,1.43028467977,1.40404092418,0.553634085651,1.01771938801
30,7,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.50687453545,12,0.0928632996676,1.92148760331,22.3719008264,20.4504132231,15.063815241,0.863533069484,1.18167683193,0.824730466666,0.772634851644,0.867394539434,0.840808515024,1.22712594085,1.26314350751,1.15895227747,0.730769230769,1.16405344009
31,18,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.026141817306,19,0.154835665136,7.22857142857,21.580952381,14.3523809524,16.4179346217,0.811563728361,1.31989393879,0.780656435809,0.832621463306,0.829769247623,0.76530313223,0.895215700973,1.35247242367,1.41250392924,0.614870410804,1.11049044132
32,2,4.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130289534778,8,0.255827569746,1.62170087977,22.5366568915,20.9149560117,11.5901443679,1.28509763994,0.390746782225,1.31849480081,1.26575239712,1.29580984191,1.28509763994,1.29303762708,0.558709390932,0.30725388004,3.28882462607,0.938009977341
33,20,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.340780739781,20,0.140224716466,8.24719101124,21.3258426966,13.0786516854,16.3197124065,0.854237288136,1.25847457627,0.86186440678,0.762711864407,0.869491525424,0.838983050847,1.00677966102,1.37288135593,1.17457627119,0.678787878788,1.22501897812
34,4,3.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052015630817,18,0.0929922853014,8.17832167832,21.9965034965,13.8181818182,15.5229674511,0.922547750614,1.13495565196,0.892430212363,0.87499374285,0.930473418574,0.899697990442,1.09691244575,1.22557762054,1.02241116692,0.812849162011,1.02179133892
35,18,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.173427508923,18,0.124692664868,8.0821529745,21.9688385269,13.8866855524,16.0696952931,0.85345482367,1.26616097426,0.870872269051,0.836037378289,0.856357731233,0.852250008174,0.847649008543,1.25405606743,1.36316173935,0.674049225194,1.1855969429
36,17,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.100450162898,18,0.124473800277,9.20343839542,21.8653295129,12.6618911175,16.6657336633,0.929824561404,1.08771929825,0.947368421053,0.938596491228,0.929824561404,0.885964912281,0.982456140351,1.0701754386,1.22807017544,0.854838709677,1.0350881815
37,9,3.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.195981312558,12,0.187588902565,7.08168316832,20.7574257426,13.6757425743,13.5507135636,0.996290053302,0.944037078478,0.822113470557,0.825597002212,1.12866425619,0.954487673443,1.2053019526,1.17947143474,0.944037078478,1.05535055351,1.10345983505
38,2,3.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047530189812,8,0.155158660938,2.13714285714,22.58,20.4428571429,12.7609707056,1.16162014776,0.604042476834,1.08417880457,1.35200939958,1.11515534185,1.15840604162,1.23906149094,0.665995551381,0.619530745471,1.92307692308,0.898588120937
39,9,2.0,6.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202281993364,19,0.167630644573,7.01388888889,22.55,15.5361111111,17.5084645422,0.941887310273,1.13524095922,0.954445807744,0.995260924522,0.79118534063,0.778626843159,0.995260924522,1.12398552359,1.28410636634,0.829680520797,0.966077685356
40,18,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0254448624977,19,0.258460094865,8.0962962963,20.3777777778,12.2814814815,16.4680127648,0.939177101968,1.11627906977,0.858676207513,1.0572450805,0.869409660107,0.923076923077,0.923076923077,1.11091234347,1.20214669052,0.841346153846,1.00754630566
41,10,3.0,9.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.288470015767,12,0.115952970595,2.25247524752,22.5594059406,20.3069306931,14.3648141078,0.725764163009,1.37212670692,0.648766673353,0.682319966132,0.719261689051,0.718277388355,1.05014749969,1.61033156422,1.47300434928,0.528933778017,1.30439710617
42,1,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500073790807,18,0.094859325966,8.91160220994,22.3756906077,13.4640883978,16.3868216289,0.963796132133,1.12679002626,0.970291411505,0.938991688553,0.954641550029,0.907691965601,0.985941272981,1.0720155111,1.07984044184,0.855346701399,0.904344320297
43,15,2.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0092328103,12,0.100620884791,7.20987654321,21.4732510288,14.2633744856,14.0654789643,0.978122385209,1.14343884468,0.861023226417,0.82658229736,0.881687783851,0.943681456153,1.36789012104,0.867911412228,1.12966247306,0.855421686747,1.20697879791
44,20,4.0,5.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73356671887,22,0.116441658631,1.73705179283,22.8525896414,21.1155378486,16.2954034073,0.904017857143,1.24553571429,0.944196428571,0.873883928571,0.883928571429,0.904017857143,0.863839285714,1.21540178571,1.16517857143,0.725806451613,1.13385045528
45,16,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092673231368,18,0.215914382898,10.5494505495,19.5494505495,9.0,14.9801179236,0.805824168792,1.37181971592,0.64274070606,0.853789893125,0.767451589326,0.767451589326,0.951351456946,1.39100600565,1.44856487485,0.587412587413,1.11719024181
46,10,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0303581904013,18,0.150720573125,7.30747126437,20.7787356322,13.4712643678,15.2841366415,1.00217120788,0.954305844204,1.01055757782,0.98120528303,1.03990987261,0.99378483794,0.98959165297,1.05913546846,0.969338255081,1.0501572572,1.06092464924
47,6,,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154363226342,12,0.17402727657,1.91346153846,22.3846153846,20.4711538462,13.2898150351,1.2,0.552631578947,1.18421052632,1.23947368421,1.18421052632,1.18421052632,1.27105263158,0.584210526316,0.6,2.17142857143,0.983708143234
48,18,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0227195313924,19,0.132016732407,7.96875,20.9895833333,13.0208333333,15.4668980863,0.915931697973,1.2099790734,0.880736208776,0.928160466172,0.886381953704,0.837828547323,0.962226806383,1.21402703017,1.16472821609,0.756981437205,1.10496461391
49,19,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0600298281681,20,0.14238078264,8.04615384615,21.1292307692,13.0830769231,16.2405846603,0.875111406177,1.17608204173,0.849933731836,0.872693971353,0.885488199831,0.854302894563,0.912079982892,1.24693066211,1.32737710952,0.744090441932,1.1911226511
50,14,3.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.310946636828,19,0.168229849409,10.09,20.91,10.82,16.3661752536,0.948214285714,1.09285714286,1.02053571429,0.980357142857,0.9,0.948214285714,0.940178571429,1.0125,1.15714285714,0.867647058824,1.0708129406
51,12,2.0,3.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461262923125,12,0.244799016234,7.97721518987,19.9417721519,11.964556962,13.1691374775,1.20545861022,0.533971452815,1.29818619563,1.2240041273,1.2240041273,1.11273102482,1.14982205898,0.658365856353,0.593456546572,2.2575338136,1.00919926167
52,7,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091584733366,19,0.135882670142,10.2886178862,21.0528455285,10.7642276423,16.2982915418,0.712589073634,1.5106888361,0.669833729216,0.641330166271,0.684085510689,0.669833729216,0.947743467933,1.61045130641,1.55344418052,0.471698113208,1.09025800228
53,2,,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0180098878634,8,0.113075740817,0.14598540146,23.0,22.8540145985,13.7872940046,1.00556643918,0.895759118022,0.966132461169,0.998994109508,1.00283867591,1.05157274685,1.11400987869,1.02528342818,0.939843142497,1.12258576993,0.937703609467
54,9,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0653364678712,18,0.147347679614,7.27113702624,21.0262390671,13.7551020408,15.4620846645,0.994061436416,1.00429523666,1.07633329161,0.944969779638,0.944969779638,1.01700783459,1.00641400298,0.991582638724,1.02036599976,0.989809968357,1.0106266737
55,10,3.0,8.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09440416573,8,0.126336421898,6.16606498195,21.2707581227,15.1046931408,13.2617187369,1.01590751017,0.91457742701,0.963470031716,1.02092363945,0.999654396965,0.996109523217,1.17867052124,0.981930028224,0.928756922003,1.1107944283,1.14813220501
56,14,3.0,6.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.234892574003,12,0.116084315272,2.68421052632,22.4568421053,19.7726315789,13.9666370007,0.935514918191,1.14340712223,0.831568816169,0.88354186718,0.987487969201,0.987487969201,1.02213666987,1.20404234841,1.00481231954,0.818181818182,1.24928927422
57,14,2.0,8.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.158554700856,12,0.108170198303,6.14392059553,20.6799007444,14.5359801489,13.3036535362,1.04688221124,0.947798010338,0.970556319278,1.00989995921,0.983116167702,1.05257178848,1.11445984482,0.958693764098,0.916021934836,1.10454147384,1.14443516731
58,19,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06184842968,19,0.112276481438,7.14713896458,21.4196185286,14.272479564,15.7993433647,0.965757181662,1.03795785889,1.00517618988,0.969623767999,0.987732221936,0.93394881427,0.966059317278,1.07474687824,1.05899776984,0.930439683449,1.0708129406
59,4,,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136033068611,7,0.0840561481998,5.79562043796,19.4744525547,13.6788321168,12.1712806401,0.991564664587,1.02051890085,0.90782104218,0.934229292825,0.998310002442,0.978073988879,1.22962437434,0.91736594819,1.0224917857,0.971627927476,0.966933012009
60,8,3.0,5.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139720287373,18,0.112619184173,8.04303797468,21.4,13.3569620253,14.8001677046,0.979296490673,0.991095243572,0.943900231974,0.884906467475,0.920302726174,1.00044553402,1.13268027837,1.10908277257,1.03829025517,0.988095238095,0.993290066719
61,4,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396937610742,18,0.151547690917,7.71098265896,21.6242774566,13.9132947977,14.8658911843,1.02721685689,0.964003511853,0.987708516242,1.02721685689,1.02721685689,0.964003511853,1.07462686567,0.900790166813,1.02721685689,1.06557377049,0.935059547424
62,15,3.0,7.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.475564252298,17,0.0742240848553,1.07555555556,22.7444444444,21.6688888889,13.8895102139,0.9,1.28076923077,0.894230769231,0.876923076923,0.888461538462,0.894230769231,0.980769230769,1.15384615385,1.13076923077,0.702702702703,1.26208686829
63,17,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0352263730981,19,0.134127646516,7.49006622517,21.0198675497,13.5298013245,15.9673396506,0.955506652998,1.0427578173,0.889536260475,1.11848536389,0.923585495326,0.983171656315,0.936353958395,1.00019627374,1.15040652156,0.916326530612,1.08404648304
64,1,4.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276025134474,12,0.132051173323,10.2142857143,21.8611111111,11.6468253968,16.0949782156,1.07128027682,0.871972318339,1.15224913495,1.16470588235,1.09619377163,1.07750865052,0.946712802768,0.859515570934,0.759861591696,1.22857142857,0.898588120937
65,20,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.136583786178,19,0.156207132021,7.48742138365,21.0220125786,13.534591195,15.6601243867,0.811567151317,1.32708245257,0.808843771615,0.825184049829,0.750522493163,0.818606985723,0.889414857985,1.3074536423,1.46132459549,0.611542372325,1.1911226511
66,2,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0468366266515,12,0.0802045821806,6.98265895954,21.9450867052,14.9624277457,14.0160476846,0.900424670459,1.24831602041,0.818567882235,0.726478995484,0.804089079122,0.859496276347,1.43249379391,1.16645923218,1.04367404985,0.72131147541,1.03286254406
67,7,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106373959193,18,0.186442345789,9.99541284404,19.9220183486,9.92660550459,15.6673449345,0.833439017571,1.21047095409,0.744141979974,0.833439017571,0.813595231438,0.868165643303,1.03768081428,1.32953367089,1.32953367089,0.688524590164,1.02185153961
68,3,,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859299001274,22,0.0968792563424,0.858490566038,22.9150943396,22.0566037736,15.4812297407,0.99297893681,1.02006018054,1.04714142427,0.884653961886,0.99297893681,1.0110330993,1.0110330993,1.0110330993,1.02908726179,0.973451327434,0.924104690552
69,14,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144103987933,18,0.0767731162287,0.475409836066,22.6994535519,22.2240437158,14.3166326156,0.944915793774,1.13819402432,0.977128832198,0.8912273964,0.937318684218,0.93194984448,1.00934187062,1.16817879292,1.00174476107,0.830188679245,1.06755781174
70,15,4.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303154908546,19,0.141388869379,9.22764227642,20.9674796748,11.7398373984,16.4659849973,0.870263172659,1.21836844172,0.870263172659,0.809344750573,0.913776331292,0.835452645752,0.896371067838,1.24595513161,1.34020528589,0.714285714286,1.22501897812
